DayOfWeek,Location,Temperature,#retweets,#followers,label
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,328,20 tryna make a earthquake
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,1317,"I'm so excited to eat turkey, ham, yams, and pie. omgomgomg"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,360,They think I like living like this...  Wait till I change they mind.
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,702,@katherinekoli this is me every single day
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,538,i HATE a fake deep aesthetic ass bitch that plays with their own blood and burns their tongue w a lighter u arent different lol seek help
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],17.335,0,1739,"Hey @venmo , you’re doing a weird job of reporting my sleep data to Siri. https://t.co/cAPLlJE7s0"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,4743,Thanksgiving!!! I can’t wait...🐠🐠🐠 @ Melrose Avenue https://t.co/9i2HI9ExRp
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,185,Amazing
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,801,Jesus Shuttlesworth...
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,22679,@inexorablist Well done 👍 😃
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,213,"In business you totally meet connects , even in the 50’s and 60’s lmao . Things haven’t changed much . But back the… https://t.co/K8fkYR1zH1"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,2180,Who wants t
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,516,I just had to look up who Post Malone was because apparently he’s a big deal
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,21310,LMFAOFF #NSNG https://t.co/5hdGzy3Xjy
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,733,"on some me type shit , fuck everyone else"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,177,"Regardless of what area of our lives it is, don't neglect the fundamentals. If we focus our… https://t.co/zC8JAf6Jwn"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,326,YOU'RE SO DAMN CUTE https://t.co/D9kS0VRhiu
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,5379,Calling ALL PHILOSOPHIE BABES! 💗  The time is NOW to fill up your cart on the Philosophie… https://t.co/IYJ9WlvfDi
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,3953,Denzel Valentine ran to the free throw line for the tech I’m weak.
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,702,@sabellemalkii same
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,2464,It’s easy to become a hater ... just look at all the hate around you 🌎🧐
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,627,Just another night for @ZO2_  #Lakeshow  🏀🔥🏀 https://t.co/WC1kBOqUJy
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,179,Got Ball and Lopez out. Luke is just clueless. And why is Hart on this roster.  Walton is making a fool of hisself. https://t.co/DPP9EcNTkQ
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,243,Keep him hoe I don't wear lashes from cvs hoe I'm expensive hoe
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,11352,Night night
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,336,I can’t save $300 in my account for a day  but I can save $20 for a month 😂
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,1096,I dont think I can block her on anything else like i covered it all
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,94,Happy birthday to one of a kind in Jiu Jitsu Master ricksongraciejj  OSS… https://t.co/nHCEe1t6CV
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,63,I am not slow... these girls just want me cause I got the though
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,2331,I’ve been sleeping all day I just woke up
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,314,@YxngAmber_ LOL i’m fr
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.275,0,982,No more buds but i have a shit load a roaches https://t.co/5i1v4z7ez7
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,78,Reunited and it feels so good. #milodaggers @ Genuine Electric Tattoo https://t.co/CAqxLpVAx4
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,23722,Yes we’d love to work them!!! https://t.co/JqJlc6M31f
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,673,If we were a movie you’d be the right guy  and I’d be the best friend  you’d fall in love with  in the end we’d be… https://t.co/V5uStJRbD4
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,363,Will be online will be dressing up and will be excepting special request it. And also Excepting different forms of… https://t.co/L7poCvaI4J
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,981,"• THe FReQz SHoW • Me and my brothaz @foreverantipop, @mishon and @shonuffslapps got one!!!… https://t.co/hwzzjB7bRk"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,181,"Love needs a few things to grow. Time, attentiveness, discipline &amp; caring enough for yourself that in return you respect &amp; care for others."
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,1382,@MayorofElSereno Thank you ed
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,295,I’m so happy my classes are cancelled tomorrow 🙌🏼
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,294,watching @Sarah_Hyland make her insta snaps at the laker game and then watching it on my phone is like inception but cooler
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,1972,I love this girl that don’t even fuckin need a boy
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,35,You know you’ve been in Tucson too long when being in a car going over 70 makes you nervous
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,1467,OMG. How were we even supposed to get through the first 2 mins of this episode without crying knowing what we know now?!? #ThisIsUs
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,8815,Yeah yeah yeah my phones in airplane mode whatever https://t.co/FPSQeY1IPc
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,2504,why tf are you joking around with me rn? lol
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,106,"This went out in the mail today for a special fan. Plus, got some great news to share soon about… https://t.co/DTlOQPgJdw"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,1926,SOMEBODY FUCKING FEET STINK ON THIS FUCKING PLANE. like it’s a disrespectful ass odor. Like I’m hot 💀 we ain’t even take off yet.
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,54899,"10-week-old Blossom, a #turkey #rescued from a slaughterhouse, has become best friends with her fellow rescue dog.… https://t.co/FsPANYz4cS"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,245,Wildroot... https://t.co/mXGPyhJN4y
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,989,The city is about to be empty all weekend! https://t.co/0A3BqkV3Wk
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  1.  0.],23.314999999999998,0,2566,This FROZEN short before COCO is garbage.
