DayOfWeek,Location,Temperature,#retweets,#followers,label
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,11,It's totally a shameful act of the great country of DEUTSCHLAND!Today in this day and age. https://t.co/ctYhwmMMyX
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],27.015,0,459,"Can you recommend anyone for this #job? CDL Owner Operator, Truck Driver, Drop &amp; Hook - https://t.co/fWn9NOTLAG… https://t.co/c6g4KlhYCE"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,3724,@jackiecall3 @CassandraCorvid As long as he doesn't split the Dems vote Bernie can do anything he wants
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,1950,@RobinBrenizer @goprapebuster you nailed it...sadly all of these senators/public are playing right into the hands o… https://t.co/tPi2DJvCZJ
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],17.18,0,788,Haha.  Looks like someone finally took @realDonaldTrump access to Twitter away and silenced him.  I wonder to whom he has ceded  control.
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,905,"A. Mutzabaugh CMT, @wlv_investor is now trending in #SF  https://t.co/JxdCuLTcf1 https://t.co/OPQSHF03XA"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1073,Love when son scores goals like this. He's an awesome finisher when he's on form https://t.co/gOetIUcnPH
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,924,@aldotcom @ALcomBirmingham @ALcomHuntsville @ALcomMobile @ALcomMobile   A church that endorses a political candidat… https://t.co/19Ozjb8O2M
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,635,See you next year San Francisco! Likely in the end of next month :) The release party and the… https://t.co/1VhCW1ircf
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,716,@Plantflowes @GOP @senrobportman I do not understand why people did not ask for Clarabelle Thomas' resignation when… https://t.co/neG53M7gAf
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,882,"Can you recommend anyone for this #job in #SanFrancisco, CA? https://t.co/iY2n1MiX8g #Healthcare #Hiring #CareerArc"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,2212,@danikaharrod A lot of them seem to think that buying prints of her work earns them a meeting in person and then ev… https://t.co/S4faBdBPbh
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,228,I told pat to get drunk for me at the jaripeo lmaoo she’s like2
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1202,40 million a year? What fucking team does he play for? When does he put his body on the line?? https://t.co/BY3jLrYymc
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1088,it me ✨ https://t.co/VrOgxblMY5
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,5561,@RachaelRad @KatieS SCUSE!!!!!!!
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.965,0,969,i caught feels for some1 https://t.co/S75rhlvMfU
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.63,0,263,All of us from the @NFLAlumni #NorCalChapter would like to give  thanks to @WagHotels for having a #ToyDrive drop b… https://t.co/PaeQFBmZF6
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,7133,@joshephraim @CryptoKitties @dogecoin The reason why @CryptoKitties hasn’t moved the price is that it isn’t driven… https://t.co/AeJT6sRjAT
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,1331,@KateAronoff Also for post-Millennials.
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,7115,The Tiny But Telling Detail We Bet You Missed In 'Coco' https://t.co/51nmerlpGL Pizza Planeta Truck
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,647,Get yourself a house mom that will feed you chicken noodle soup during finals szn💚 love you Ms. Sheilah 💕😭… https://t.co/DOiXXSn2TU
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,19,It's beginning to look like whipsmas.  @vivaciousquirk at last nights badinfluenceburleques and… https://t.co/91TWTdkVNQ
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,312,"@KTVU I was overdrawn to the tune of $2500. Another colleague, $2800. This is our mortgages. Our car loans. Our insurance. Our taxes."
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,147,Shit. Stay safe Los Angeles. https://t.co/jr1fz40PVn
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,185,@seshadrichari Ram was a prince and I am sure that he was born in a Palace. Do we have any proof of palace there? W… https://t.co/rWm4PNgq7c
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,16,TEST_LAT/LON: 21e51acd-9f1a-49cc-9931-b67552178f19
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,34825,Come check out @iliza on Friday: https://t.co/nv7Sqvmpy5 https://t.co/sKLT1jU2RS
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,363,That Roy Woods Monday to Monday joint is my jammmmmm.
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,757,"Can you recommend anyone for this #job in #SanFrancisco, CA? https://t.co/zybiaTIQsc #Hiring #CareerArc"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,303,some of you bitches need a hobby
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,3724,@ChibiLex @ecleavist @rchealth1 @changingoccurs @realDonaldTrump I'm laughing like your gif. Please investigate HRC… https://t.co/jtjpXcsqBt
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,206,"@QCook323 starting tonight, don’t sleep on this man #DubNation"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1874,This is actually a thing I did it last night https://t.co/8J2GuDkE2D
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,11,O the good old days ! https://t.co/7A5j0aZNcg
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,2466,SEE U IN BERKELEY ZADDY https://t.co/wyzr3CrHSK
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,34,@realDonaldTrump still losing in the popular vote https://t.co/0aaVaSrhee
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,2870,Palace take on the Cherries at Selhurst Park on Saturday.  10/7 AM KO (ET/PT)  @CPFCDetroit Ridgways will be in Sou… https://t.co/hJmI3fjp6Z
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,218,Fuckin IDIOTS https://t.co/Pwc5bHQeGy
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,6660,this city is beautiful
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,1950,"@BettyBowers YOU KNOW, the new Red state Jesus..the one with horns and a tail who stands quietly (invisible) next t… https://t.co/yIYiKpS3Ad"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,497,"Can you recommend anyone for this #job in #SanJose, CA? https://t.co/9K7s8nvMqi #Sales #Veterans #Hiring #CareerArc"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,963,"@AIJSlade @shannonTV @I_Hart_Sneakers @netflix I’m cognizant of this, which is a win for them. The way it’s portray… https://t.co/D9SczE1LZ8"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,539,@ your service.
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,218,Holy shit https://t.co/AOET4F7O7H
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,11793,"Qualcomm’s Snapdragon 845 focuses on AI, VR and battery life https://t.co/c8JUFyC6Ut"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,7,Do I eat this tobacco cookie at work rn? Idk I’ll get super light headed tho https://t.co/dFscrMfxmq
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,529,yes yes yes https://t.co/OiAU26i4xC
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.63,0,6021,"@GrnLtrn06 @jenniferpierson @303_Kelly @IanStClair @Broncos @CUBoulder @johnelway I am with this, Broncos need a gu… https://t.co/DQTgD0yJmr"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.965,0,969,@sindr9 wow so r u https://t.co/KACXk6kQzE
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,545,Follow the red brick road.. Tis the season... Shop and pamper with us @nailphoriaspa https://t.co/E0ZoSRxHnt
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,796,#Respect #gamerecognizegame   That streak should bit have ended now. So many things go into a QB… https://t.co/N78FA7pDFk
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,865,@KCMFA @Ange_Amene Which certainly is more important than coming together to defeat the #GOP in your mind I guess s… https://t.co/iAFx1nvzTh
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,727,Democrat politicians stepping down b/c of asserted sexual misconduct opens the door for GOP to commit more acts of… https://t.co/Gf15GOKJMM
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,642,"I feel like my mom likes my friends more than me, well some of them bc she hates a couple of them lol"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,705,Behind the scene with our newest founder @meloneewise @FetchRobotics.  Welcome to the @swayventures family!… https://t.co/N4QwE2QELX
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,108,"If you're looking for work in #SanFrancisco, CA, check out this #job: https://t.co/lgSq1ha8m7 #Sales #Hiring"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,5719,"This is a true problem. Bitcoin solves a worst case scenario for the world, trading resources for trust, but we are… https://t.co/XVI4hQfZU5"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,566,lituation. https://t.co/l9QOyGVq9l
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.63,0,150,we’re passing crawlerss  around the class 😂
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,1423,"#OaklandStrike #Day2 Next time people complain about a strike,… https://t.co/Awv1uS98e4"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],17.18,0,334,Facebook to east palo is a 5 min drive  Just saying no one really enjoys the bullshit lol  This is probably why oak… https://t.co/Ry1Gn9Y5Ai
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,1016,What the fuck was that Dortmund...
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.63,0,83,Uber drives should really learn how to fucken drive!! I swear who the fuck switch lanes and not seeing theres a car right next to you!
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,220,'ballpark' is now trending in #Oakland  https://t.co/xFmoGGlOCU https://t.co/v139MgByjQ
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,278,Can you recommend anyone for this #job? Project Superintendent - https://t.co/Qrznruuib7 #nowhiring #Construction… https://t.co/UO3vZrkuZ7
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,911,So this might not be best day to fly to @flyLAXairport #wildfires 🙏
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,373,finally 😍 https://t.co/4mfbqefHEp
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,716,@EdanClay @SenKamalaHarris @NicolleDWallace @SteveSchmidtSES @BillKristol @davidfrum @MichaelSteele I have been a D… https://t.co/3c3EIY1FfX
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,225,"If you're looking for work in #Oakland, CA, check out this #job: https://t.co/tkPkh41bKz #edchat #Education #Hiring"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,205,When fear knocks....let faith answer the door #espy
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,79,"I had a dream about a coworker, and it was one of the sweetest things I’ve ever experienced. There was a point when… https://t.co/Hso0qtCcHp"
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,611,SJSU has all these tents up on campus right now and the line for the coffee tent is 10x longer than the line for the condom &amp; lube bar lmao
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1073,Georges Kevin Nkoudou scored a champions league goal https://t.co/a6e7QdUX1R
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,443,Hump day lunch @ Boulevard Restaurant https://t.co/uUGM4yMJiM
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],16.87,0,1264,Ask our black males a question. They will have an… https://t.co/CVMwxtCP4J
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,7115,FBI Arrests Man for Planning to 'Shoot Up' Muslims. https://t.co/3nw6FFCl2V Alot more mentally deranged people are… https://t.co/nhGMYxHOvQ
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,7,Do I eat the tobacco cookie
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],21.965,0,969,white rapper black vampire???? https://t.co/3EE5Za9VRl
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,138,🥐🥐🥐 @ Mr. Holmes Bakehouse https://t.co/Rm7KSHn9aJ
[ 0.  0.  1.  0.  0.  0.  0.],[ 0.  0.  1.],22.43,0,649,buying a christmas gift for my boo is like buying it for myself bc that shit gone get took 😤
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,401,@bhabs37 @Spotify Woahhhh https://t.co/jkH3mRYdiI
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,494,"We opened an office in Chicago, looking for: https://t.co/gH0zMVyrre"
[ 0.  0.  1.  0.  0.  0.  0.],[ 1.  0.  0.],16.46,0,1492,Congratulations Babygirl 🍾😍 https://t.co/Nhd9Nh6eKT
