0,1,0,0,0,0,0,1,0,0,16.16,0,46425,1
0,1,0,0,0,0,0,1,0,0,16.16,0,2893,1
0,1,0,0,0,0,0,1,0,0,16.16,0,185,1
0,1,0,0,0,0,0,1,0,0,16.16,0,320,1
0,1,0,0,0,0,0,1,0,0,16.16,0,24718,0
0,1,0,0,0,0,0,1,0,0,16.16,0,3191,1
0,1,0,0,0,0,0,0,0,1,16.16,0,5287,1
0,1,0,0,0,0,0,1,0,0,16.16,0,4913,1
0,1,0,0,0,0,0,0,0,1,18.455,0,2,1
0,1,0,0,0,0,0,1,0,0,16.16,0,185,1
0,1,0,0,0,0,0,1,0,0,16.16,0,2210,1
0,1,0,0,0,0,0,1,0,0,16.16,0,46423,1
0,1,0,0,0,0,0,0,0,1,18.455,0,316,1
0,1,0,0,0,0,0,1,0,0,16.16,0,593,1
0,1,0,0,0,0,0,0,0,1,18.455,0,372,1
0,1,0,0,0,0,0,1,0,0,16.16,0,796,0
0,1,0,0,0,0,0,1,0,0,16.16,0,521,1
0,1,0,0,0,0,0,0,0,1,15.37,0,40,0
0,1,0,0,0,0,0,0,0,1,18.455,0,1089,1
0,1,0,0,0,0,0,0,0,1,18.455,0,669,1
0,1,0,0,0,0,0,0,0,1,16.16,0,635,1
0,1,0,0,0,0,0,1,0,0,16.16,0,3403,1
0,1,0,0,0,0,0,1,0,0,16.16,0,372,1
0,1,0,0,0,0,0,0,0,1,16.915,0,460,1
0,1,0,0,0,0,0,0,0,1,20.485,0,356,1
0,1,0,0,0,0,0,0,0,1,10.870000000000001,0,592,1
0,1,0,0,0,0,0,0,0,1,18.455,0,65,1
0,1,0,0,0,0,0,0,0,1,18.455,0,900,1
0,1,0,0,0,0,0,1,0,0,16.16,0,1704,1
0,1,0,0,0,0,0,1,0,0,16.16,0,268,0
0,1,0,0,0,0,0,0,0,1,18.455,0,669,1
0,1,0,0,0,0,0,1,0,0,16.16,0,1479,1
0,1,0,0,0,0,0,0,0,1,10.870000000000001,0,80,1
0,1,0,0,0,0,0,0,0,1,18.455,0,1430,1
0,1,0,0,0,0,0,1,0,0,16.16,0,27,0
0,1,0,0,0,0,0,0,0,1,18.455,0,415,1
0,1,0,0,0,0,0,1,0,0,16.16,0,902,1
0,1,0,0,0,0,0,1,0,0,16.16,0,300,1
0,1,0,0,0,0,0,1,0,0,16.16,0,141,0
0,1,0,0,0,0,0,0,0,1,19.255000000000003,0,204,1
0,1,0,0,0,0,0,1,0,0,16.16,0,902,1
0,1,0,0,0,0,0,0,0,1,15.37,0,366,1
0,1,0,0,0,0,0,1,0,0,16.16,0,2045,1
0,1,0,0,0,0,0,0,0,1,15.41,0,640,1
0,1,0,0,0,0,0,0,0,1,18.455,0,1276,1
